P (bars),Gas_wt,wH2O,wH2,wO2,wCO2,wCO,wCH4,wSO2,wH2S,wS2,wN2,,,
5733.82,6.63E-09,0.0296509,2.78E-05,3.68E-12,0.945042,0.0239162,1.43E-08,0.000997557,0.000314001,5.21E-05,0,,,
5733.32,6.63E-09,0.0296547,2.78E-05,3.68E-12,0.945037,0.0239163,1.43E-08,0.000997623,0.000314062,5.21E-05,0,,,
5732.82,6.63E-09,0.0296586,2.78E-05,3.68E-12,0.945033,0.0239164,1.43E-08,0.000997689,0.000314123,5.21E-05,0,,,
5732.32,6.63E-09,0.0296625,2.78E-05,3.68E-12,0.945029,0.0239165,1.43E-08,0.000997755,0.000314185,5.21E-05,0,,,
5731.82,6.63E-09,0.0296663,2.78E-05,3.68E-12,0.945025,0.0239167,1.43E-08,0.000997822,0.000314246,5.21E-05,0,,,
5731.32,6.63E-09,0.0296702,2.78E-05,3.68E-12,0.945021,0.0239168,1.43E-08,0.000997888,0.000314307,5.21E-05,0,,,
5730.82,6.63E-09,0.0296741,2.78E-05,3.68E-12,0.945017,0.0239169,1.43E-08,0.000997954,0.000314368,5.21E-05,0,,,
5730.32,6.63E-09,0.0296779,2.79E-05,3.68E-12,0.945013,0.023917,1.43E-08,0.00099802,0.00031443,5.21E-05,0,,,
5729.82,6.63E-09,0.0296818,2.79E-05,3.68E-12,0.945008,0.0239172,1.44E-08,0.000998086,0.000314491,5.21E-05,0,,,
5729.32,6.63E-09,0.0296857,2.79E-05,3.68E-12,0.945004,0.0239173,1.44E-08,0.000998153,0.000314552,5.21E-05,0,,,
5728.82,6.63E-09,0.0296895,2.79E-05,3.68E-12,0.945,0.0239174,1.44E-08,0.000998219,0.000314614,5.21E-05,0,,,
5728.32,6.63E-09,0.0296934,2.79E-05,3.68E-12,0.944996,0.0239176,1.44E-08,0.000998285,0.000314675,5.21E-05,0,,,
5727.82,6.63E-09,0.0296973,2.79E-05,3.68E-12,0.944992,0.0239177,1.44E-08,0.000998351,0.000314736,5.21E-05,0,,,
5727.32,6.63E-09,0.0297011,2.79E-05,3.68E-12,0.944988,0.0239178,1.44E-08,0.000998418,0.000314798,5.21E-05,0,,,
5726.82,6.63E-09,0.029705,2.79E-05,3.68E-12,0.944984,0.0239179,1.44E-08,0.000998484,0.000314859,5.21E-05,0,,,
5726.32,6.63E-09,0.0297089,2.79E-05,3.68E-12,0.94498,0.0239181,1.44E-08,0.00099855,0.00031492,5.21E-05,0,,,
5725.82,6.63E-09,0.0297128,2.79E-05,3.68E-12,0.944975,0.0239182,1.44E-08,0.000998616,0.000314982,5.21E-05,0,,,
5725.32,6.63E-09,0.0297166,2.79E-05,3.68E-12,0.944971,0.0239183,1.44E-08,0.000998683,0.000315043,5.21E-05,0,,,
5724.82,6.63E-09,0.0297205,2.79E-05,3.69E-12,0.944967,0.0239184,1.44E-08,0.000998749,0.000315105,5.21E-05,0,,,
5724.32,6.63E-09,0.0297244,2.79E-05,3.69E-12,0.944963,0.0239186,1.44E-08,0.000998815,0.000315166,5.21E-05,0,,,
5723.82,6.63E-09,0.0297283,2.79E-05,3.69E-12,0.944959,0.0239187,1.44E-08,0.000998882,0.000315228,5.21E-05,0,,,
5723.32,6.63E-09,0.0297321,2.79E-05,3.69E-12,0.944955,0.0239188,1.44E-08,0.000998948,0.000315289,5.21E-05,0,,,
5722.82,6.63E-09,0.029736,2.79E-05,3.69E-12,0.944951,0.023919,1.44E-08,0.000999014,0.000315351,5.21E-05,0,,,
5722.32,6.63E-09,0.0297399,2.79E-05,3.69E-12,0.944946,0.0239191,1.44E-08,0.000999081,0.000315412,5.21E-05,0,,,
5721.82,6.63E-09,0.0297438,2.79E-05,3.69E-12,0.944942,0.0239192,1.44E-08,0.000999147,0.000315474,5.21E-05,0,,,
5721.32,6.63E-09,0.0297477,2.79E-05,3.69E-12,0.944938,0.0239193,1.44E-08,0.000999214,0.000315535,5.21E-05,0,,,
5720.82,6.63E-09,0.0297515,2.80E-05,3.69E-12,0.944934,0.0239195,1.44E-08,0.00099928,0.000315597,5.21E-05,0,,,
5720.32,6.63E-09,0.0297554,2.80E-05,3.69E-12,0.94493,0.0239196,1.44E-08,0.000999347,0.000315658,5.21E-05,0,,,
5719.82,6.63E-09,0.0297593,2.80E-05,3.69E-12,0.944926,0.0239197,1.44E-08,0.000999413,0.00031572,5.21E-05,0,,,
5719.32,6.63E-09,0.0297632,2.80E-05,3.69E-12,0.944922,0.0239199,1.44E-08,0.000999479,0.000315782,5.21E-05,0,,,
5718.82,6.63E-09,0.0297671,2.80E-05,3.69E-12,0.944917,0.02392,1.44E-08,0.000999546,0.000315843,5.21E-05,0,,,
5718.32,6.63E-09,0.029771,2.80E-05,3.69E-12,0.944913,0.0239201,1.44E-08,0.000999612,0.000315905,5.21E-05,0,,,
5717.82,6.63E-09,0.0297748,2.80E-05,3.69E-12,0.944909,0.0239202,1.44E-08,0.000999679,0.000315967,5.22E-05,0,,,
5717.32,6.63E-09,0.0297787,2.80E-05,3.69E-12,0.944905,0.0239204,1.44E-08,0.000999745,0.000316028,5.22E-05,0,,,
5716.82,6.63E-09,0.0297826,2.80E-05,3.69E-12,0.944901,0.0239205,1.44E-08,0.000999812,0.00031609,5.22E-05,0,,,
5716.32,6.63E-09,0.0297865,2.80E-05,3.69E-12,0.944897,0.0239206,1.44E-08,0.000999878,0.000316152,5.22E-05,0,,,
5715.82,6.63E-09,0.0297904,2.80E-05,3.69E-12,0.944893,0.0239207,1.44E-08,0.000999945,0.000316213,5.22E-05,0,,,
5715.32,6.63E-09,0.0297943,2.80E-05,3.69E-12,0.944888,0.0239209,1.44E-08,0.00100001,0.000316275,5.22E-05,0,,,
5714.82,6.63E-09,0.0297982,2.80E-05,3.69E-12,0.944884,0.023921,1.44E-08,0.00100008,0.000316337,5.22E-05,0,,,
5714.32,6.63E-09,0.0298021,2.80E-05,3.69E-12,0.94488,0.0239211,1.44E-08,0.00100014,0.000316398,5.22E-05,0,,,
5713.82,6.63E-09,0.029806,2.80E-05,3.69E-12,0.944876,0.0239213,1.44E-08,0.00100021,0.00031646,5.22E-05,0,,,
5713.32,6.63E-09,0.0298098,2.80E-05,3.69E-12,0.944872,0.0239214,1.44E-08,0.00100028,0.000316522,5.22E-05,0,,,
5712.82,6.63E-09,0.0298137,2.80E-05,3.69E-12,0.944868,0.0239215,1.44E-08,0.00100034,0.000316584,5.22E-05,0,,,
5712.32,6.63E-09,0.0298176,2.80E-05,3.69E-12,0.944863,0.0239216,1.44E-08,0.00100041,0.000316646,5.22E-05,0,,,
5711.82,6.63E-09,0.0298215,2.80E-05,3.69E-12,0.944859,0.0239218,1.44E-08,0.00100048,0.000316707,5.22E-05,0,,,
5711.32,6.63E-09,0.0298254,2.81E-05,3.69E-12,0.944855,0.0239219,1.44E-08,0.00100054,0.000316769,5.22E-05,0,,,
5710.82,6.63E-09,0.0298293,2.81E-05,3.69E-12,0.944851,0.023922,1.44E-08,0.00100061,0.000316831,5.22E-05,0,,,
5710.32,6.63E-09,0.0298332,2.81E-05,3.69E-12,0.944847,0.0239221,1.44E-08,0.00100068,0.000316893,5.22E-05,0,,,
5709.82,6.63E-09,0.0298371,2.81E-05,3.69E-12,0.944843,0.0239223,1.44E-08,0.00100074,0.000316955,5.22E-05,0,,,
5709.32,6.63E-09,0.029841,2.81E-05,3.69E-12,0.944838,0.0239224,1.44E-08,0.00100081,0.000317017,5.22E-05,0,,,
5708.82,6.63E-09,0.0298449,2.81E-05,3.69E-12,0.944834,0.0239225,1.44E-08,0.00100088,0.000317079,5.22E-05,0,,,
5708.32,6.63E-09,0.0298488,2.81E-05,3.69E-12,0.94483,0.0239226,1.44E-08,0.00100094,0.000317141,5.22E-05,0,,,
5707.82,6.63E-09,0.0298527,2.81E-05,3.70E-12,0.944826,0.0239228,1.44E-08,0.00100101,0.000317203,5.22E-05,0,,,
5707.32,6.63E-09,0.0298566,2.81E-05,3.70E-12,0.944822,0.0239229,1.44E-08,0.00100108,0.000317265,5.22E-05,0,,,
5706.82,6.63E-09,0.0298605,2.81E-05,3.70E-12,0.944818,0.023923,1.44E-08,0.00100114,0.000317327,5.22E-05,0,,,
5706.32,6.63E-09,0.0298644,2.81E-05,3.70E-12,0.944814,0.0239232,1.44E-08,0.00100121,0.000317389,5.22E-05,0,,,
5705.82,6.63E-09,0.0298683,2.81E-05,3.70E-12,0.944809,0.0239233,1.45E-08,0.00100128,0.000317451,5.22E-05,0,,,
5705.32,6.63E-09,0.0298722,2.81E-05,3.70E-12,0.944805,0.0239234,1.45E-08,0.00100134,0.000317513,5.22E-05,0,,,
5704.82,6.63E-09,0.0298761,2.81E-05,3.70E-12,0.944801,0.0239235,1.45E-08,0.00100141,0.000317575,5.22E-05,0,,,
5704.32,6.63E-09,0.02988,2.81E-05,3.70E-12,0.944797,0.0239237,1.45E-08,0.00100148,0.000317637,5.22E-05,0,,,
5703.82,6.63E-09,0.0298839,2.81E-05,3.70E-12,0.944793,0.0239238,1.45E-08,0.00100155,0.000317699,5.22E-05,0,,,
5703.32,6.63E-09,0.0298878,2.81E-05,3.70E-12,0.944788,0.0239239,1.45E-08,0.00100161,0.000317761,5.22E-05,0,,,
5702.82,6.63E-09,0.0298917,2.81E-05,3.70E-12,0.944784,0.023924,1.45E-08,0.00100168,0.000317823,5.22E-05,0,,,
5702.32,6.63E-09,0.0298957,2.81E-05,3.70E-12,0.94478,0.0239242,1.45E-08,0.00100175,0.000317885,5.22E-05,0,,,
5701.82,6.63E-09,0.0298996,2.82E-05,3.70E-12,0.944776,0.0239243,1.45E-08,0.00100181,0.000317947,5.22E-05,0,,,
5701.32,6.63E-09,0.0299035,2.82E-05,3.70E-12,0.944772,0.0239244,1.45E-08,0.00100188,0.000318009,5.22E-05,0,,,
5700.82,6.63E-09,0.0299074,2.82E-05,3.70E-12,0.944768,0.0239246,1.45E-08,0.00100195,0.000318072,5.22E-05,0,,,
5700.32,6.63E-09,0.0299113,2.82E-05,3.70E-12,0.944763,0.0239247,1.45E-08,0.00100201,0.000318134,5.22E-05,0,,,
5699.82,6.63E-09,0.0299152,2.82E-05,3.70E-12,0.944759,0.0239248,1.45E-08,0.00100208,0.000318196,5.22E-05,0,,,
5699.32,6.63E-09,0.0299191,2.82E-05,3.70E-12,0.944755,0.0239249,1.45E-08,0.00100215,0.000318258,5.22E-05,0,,,
5698.82,6.63E-09,0.029923,2.82E-05,3.70E-12,0.944751,0.0239251,1.45E-08,0.00100221,0.00031832,5.22E-05,0,,,
5698.32,6.63E-09,0.0299269,2.82E-05,3.70E-12,0.944747,0.0239252,1.45E-08,0.00100228,0.000318383,5.22E-05,0,,,
5697.82,6.63E-09,0.0299309,2.82E-05,3.70E-12,0.944743,0.0239253,1.45E-08,0.00100235,0.000318445,5.23E-05,0,,,
5697.32,6.63E-09,0.0299348,2.82E-05,3.70E-12,0.944738,0.0239254,1.45E-08,0.00100241,0.000318507,5.23E-05,0,,,
5696.82,6.63E-09,0.0299387,2.82E-05,3.70E-12,0.944734,0.0239256,1.45E-08,0.00100248,0.000318569,5.23E-05,0,,,
5696.32,6.63E-09,0.0299426,2.82E-05,3.70E-12,0.94473,0.0239257,1.45E-08,0.00100255,0.000318632,5.23E-05,0,,,
5695.82,6.63E-09,0.0299465,2.82E-05,3.70E-12,0.944726,0.0239258,1.45E-08,0.00100262,0.000318694,5.23E-05,0,,,
5695.32,6.63E-09,0.0299504,2.82E-05,3.70E-12,0.944722,0.0239259,1.45E-08,0.00100268,0.000318756,5.23E-05,0,,,
5694.82,6.63E-09,0.0299544,2.82E-05,3.70E-12,0.944717,0.0239261,1.45E-08,0.00100275,0.000318819,5.23E-05,0,,,
5694.32,6.63E-09,0.0299583,2.82E-05,3.70E-12,0.944713,0.0239262,1.45E-08,0.00100282,0.000318881,5.23E-05,0,,,
5693.82,6.63E-09,0.0299622,2.82E-05,3.70E-12,0.944709,0.0239263,1.45E-08,0.00100288,0.000318943,5.23E-05,0,,,
5693.32,6.63E-09,0.0299661,2.82E-05,3.70E-12,0.944705,0.0239265,1.45E-08,0.00100295,0.000319006,5.23E-05,0,,,
5692.82,6.63E-09,0.02997,2.82E-05,3.70E-12,0.944701,0.0239266,1.45E-08,0.00100302,0.000319068,5.23E-05,0,,,
5692.32,6.63E-09,0.029974,2.83E-05,3.70E-12,0.944697,0.0239267,1.45E-08,0.00100309,0.000319131,5.23E-05,0,,,
5691.82,6.63E-09,0.0299779,2.83E-05,3.70E-12,0.944692,0.0239268,1.45E-08,0.00100315,0.000319193,5.23E-05,0,,,
5691.32,6.63E-09,0.0299818,2.83E-05,3.70E-12,0.944688,0.023927,1.45E-08,0.00100322,0.000319256,5.23E-05,0,,,
5690.82,6.63E-09,0.0299857,2.83E-05,3.71E-12,0.944684,0.0239271,1.45E-08,0.00100329,0.000319318,5.23E-05,0,,,
5690.32,6.63E-09,0.0299897,2.83E-05,3.71E-12,0.94468,0.0239272,1.45E-08,0.00100335,0.000319381,5.23E-05,0,,,
5689.82,6.63E-09,0.0299936,2.83E-05,3.71E-12,0.944676,0.0239273,1.45E-08,0.00100342,0.000319443,5.23E-05,0,,,
5689.32,6.63E-09,0.0299975,2.83E-05,3.71E-12,0.944671,0.0239275,1.45E-08,0.00100349,0.000319506,5.23E-05,0,,,
5688.82,6.63E-09,0.0300014,2.83E-05,3.71E-12,0.944667,0.0239276,1.45E-08,0.00100355,0.000319568,5.23E-05,0,,,
5688.32,6.63E-09,0.0300054,2.83E-05,3.71E-12,0.944663,0.0239277,1.45E-08,0.00100362,0.000319631,5.23E-05,0,,,
5687.82,6.63E-09,0.0300093,2.83E-05,3.71E-12,0.944659,0.0239278,1.45E-08,0.00100369,0.000319693,5.23E-05,0,,,
5687.32,6.63E-09,0.0300132,2.83E-05,3.71E-12,0.944655,0.023928,1.45E-08,0.00100376,0.000319756,5.23E-05,0,,,
5686.82,6.63E-09,0.0300172,2.83E-05,3.71E-12,0.94465,0.0239281,1.45E-08,0.00100382,0.000319818,5.23E-05,0,,,
5686.32,6.63E-09,0.0300211,2.83E-05,3.71E-12,0.944646,0.0239282,1.45E-08,0.00100389,0.000319881,5.23E-05,0,,,
5685.82,6.63E-09,0.030025,2.83E-05,3.71E-12,0.944642,0.0239284,1.45E-08,0.00100396,0.000319944,5.23E-05,0,,,
5685.32,6.63E-09,0.030029,2.83E-05,3.71E-12,0.944638,0.0239285,1.45E-08,0.00100403,0.000320006,5.23E-05,0,,,
5684.82,6.63E-09,0.0300329,2.83E-05,3.71E-12,0.944634,0.0239286,1.45E-08,0.00100409,0.000320069,5.23E-05,0,,,
5684.32,6.63E-09,0.0300368,2.83E-05,3.71E-12,0.944629,0.0239287,1.45E-08,0.00100416,0.000320132,5.23E-05,0,,,
5683.82,6.63E-09,0.0300408,2.83E-05,3.71E-12,0.944625,0.0239289,1.45E-08,0.00100423,0.000320194,5.23E-05,0,,,
5683.32,6.63E-09,0.0300447,2.83E-05,3.71E-12,0.944621,0.023929,1.45E-08,0.00100429,0.000320257,5.23E-05,0,,,
5682.82,6.63E-09,0.0300486,2.84E-05,3.71E-12,0.944617,0.0239291,1.45E-08,0.00100436,0.00032032,5.23E-05,0,,,
5682.32,6.63E-09,0.0300526,2.84E-05,3.71E-12,0.944613,0.0239292,1.46E-08,0.00100443,0.000320382,5.23E-05,0,,,
5681.82,6.63E-09,0.0300565,2.84E-05,3.71E-12,0.944608,0.0239294,1.46E-08,0.0010045,0.000320445,5.23E-05,0,,,
5681.32,6.63E-09,0.0300604,2.84E-05,3.71E-12,0.944604,0.0239295,1.46E-08,0.00100456,0.000320508,5.23E-05,0,,,
5680.82,6.63E-09,0.0300644,2.84E-05,3.71E-12,0.9446,0.0239296,1.46E-08,0.00100463,0.000320571,5.23E-05,0,,,
5680.32,6.63E-09,0.0300683,2.84E-05,3.71E-12,0.944596,0.0239297,1.46E-08,0.0010047,0.000320633,5.23E-05,0,,,
5679.82,6.63E-09,0.0300723,2.84E-05,3.71E-12,0.944592,0.0239299,1.46E-08,0.00100477,0.000320696,5.23E-05,0,,,
5679.32,6.63E-09,0.0300762,2.84E-05,3.71E-12,0.944587,0.02393,1.46E-08,0.00100483,0.000320759,5.23E-05,0,,,
5678.82,6.63E-09,0.0300802,2.84E-05,3.71E-12,0.944583,0.0239301,1.46E-08,0.0010049,0.000320822,5.23E-05,0,,,
5678.32,6.63E-09,0.0300841,2.84E-05,3.71E-12,0.944579,0.0239303,1.46E-08,0.00100497,0.000320885,5.23E-05,0,,,
5677.82,6.63E-09,0.030088,2.84E-05,3.71E-12,0.944575,0.0239304,1.46E-08,0.00100504,0.000320948,5.24E-05,0,,,
5677.32,6.63E-09,0.030092,2.84E-05,3.71E-12,0.944571,0.0239305,1.46E-08,0.0010051,0.00032101,5.24E-05,0,,,
5676.82,6.63E-09,0.0300959,2.84E-05,3.71E-12,0.944566,0.0239306,1.46E-08,0.00100517,0.000321073,5.24E-05,0,,,
5676.32,6.63E-09,0.0300999,2.84E-05,3.71E-12,0.944562,0.0239308,1.46E-08,0.00100524,0.000321136,5.24E-05,0,,,
5675.82,6.63E-09,0.0301038,2.84E-05,3.71E-12,0.944558,0.0239309,1.46E-08,0.00100531,0.000321199,5.24E-05,0,,,
5675.32,6.63E-09,0.0301078,2.84E-05,3.71E-12,0.944554,0.023931,1.46E-08,0.00100537,0.000321262,5.24E-05,0,,,
5674.82,6.63E-09,0.0301117,2.84E-05,3.71E-12,0.94455,0.0239311,1.46E-08,0.00100544,0.000321325,5.24E-05,0,,,
5674.32,6.63E-09,0.0301157,2.84E-05,3.71E-12,0.944545,0.0239313,1.46E-08,0.00100551,0.000321388,5.24E-05,0,,,
5673.82,6.63E-09,0.0301196,2.84E-05,3.72E-12,0.944541,0.0239314,1.46E-08,0.00100558,0.000321451,5.24E-05,0,,,
5673.32,6.62E-09,0.0301236,2.85E-05,3.72E-12,0.944537,0.0239315,1.46E-08,0.00100564,0.000321514,5.24E-05,0,,,
5672.82,6.62E-09,0.0301275,2.85E-05,3.72E-12,0.944533,0.0239316,1.46E-08,0.00100571,0.000321577,5.24E-05,0,,,
5672.32,6.62E-09,0.0301315,2.85E-05,3.72E-12,0.944528,0.0239318,1.46E-08,0.00100578,0.00032164,5.24E-05,0,,,
5671.82,6.62E-09,0.0301354,2.85E-05,3.72E-12,0.944524,0.0239319,1.46E-08,0.00100585,0.000321703,5.24E-05,0,,,
5671.32,6.62E-09,0.0301394,2.85E-05,3.72E-12,0.94452,0.023932,1.46E-08,0.00100591,0.000321766,5.24E-05,0,,,
5670.82,6.62E-09,0.0301433,2.85E-05,3.72E-12,0.944516,0.0239321,1.46E-08,0.00100598,0.000321829,5.24E-05,0,,,
5670.32,6.62E-09,0.0301473,2.85E-05,3.72E-12,0.944512,0.0239323,1.46E-08,0.00100605,0.000321892,5.24E-05,0,,,
5669.82,6.62E-09,0.0301512,2.85E-05,3.72E-12,0.944507,0.0239324,1.46E-08,0.00100612,0.000321956,5.24E-05,0,,,
5669.32,6.62E-09,0.0301552,2.85E-05,3.72E-12,0.944503,0.0239325,1.46E-08,0.00100618,0.000322019,5.24E-05,0,,,
5668.82,6.62E-09,0.0301592,2.85E-05,3.72E-12,0.944499,0.0239327,1.46E-08,0.00100625,0.000322082,5.24E-05,0,,,
5668.32,6.62E-09,0.0301631,2.85E-05,3.72E-12,0.944495,0.0239328,1.46E-08,0.00100632,0.000322145,5.24E-05,0,,,
5667.82,6.62E-09,0.0301671,2.85E-05,3.72E-12,0.944491,0.0239329,1.46E-08,0.00100639,0.000322208,5.24E-05,0,,,
5667.32,6.62E-09,0.030171,2.85E-05,3.72E-12,0.944486,0.023933,1.46E-08,0.00100645,0.000322271,5.24E-05,0,,,
5666.82,6.62E-09,0.030175,2.85E-05,3.72E-12,0.944482,0.0239332,1.46E-08,0.00100652,0.000322335,5.24E-05,0,,,
5666.32,6.62E-09,0.0301789,2.85E-05,3.72E-12,0.944478,0.0239333,1.46E-08,0.00100659,0.000322398,5.24E-05,0,,,
5665.82,6.62E-09,0.0301829,2.85E-05,3.72E-12,0.944474,0.0239334,1.46E-08,0.00100666,0.000322461,5.24E-05,0,,,
5665.32,6.62E-09,0.0301869,2.85E-05,3.72E-12,0.944469,0.0239335,1.46E-08,0.00100672,0.000322524,5.24E-05,0,,,
5664.82,6.62E-09,0.0301908,2.85E-05,3.72E-12,0.944465,0.0239337,1.46E-08,0.00100679,0.000322587,5.24E-05,0,,,
5664.32,6.62E-09,0.0301948,2.85E-05,3.72E-12,0.944461,0.0239338,1.46E-08,0.00100686,0.000322651,5.24E-05,0,,,
5663.82,6.62E-09,0.0301988,2.86E-05,3.72E-12,0.944457,0.0239339,1.46E-08,0.00100693,0.000322714,5.24E-05,0,,,
5663.32,6.62E-09,0.0302027,2.86E-05,3.72E-12,0.944452,0.023934,1.46E-08,0.001007,0.000322777,5.24E-05,0,,,
5662.82,6.62E-09,0.0302067,2.86E-05,3.72E-12,0.944448,0.0239342,1.46E-08,0.00100706,0.000322841,5.24E-05,0,,,
5662.32,6.62E-09,0.0302107,2.86E-05,3.72E-12,0.944444,0.0239343,1.46E-08,0.00100713,0.000322904,5.24E-05,0,,,
5661.82,6.62E-09,0.0302146,2.86E-05,3.72E-12,0.94444,0.0239344,1.46E-08,0.0010072,0.000322967,5.24E-05,0,,,
5661.32,6.62E-09,0.0302186,2.86E-05,3.72E-12,0.944436,0.0239345,1.46E-08,0.00100727,0.000323031,5.24E-05,0,,,
5660.82,6.62E-09,0.0302226,2.86E-05,3.72E-12,0.944431,0.0239347,1.46E-08,0.00100733,0.000323094,5.24E-05,0,,,
5660.32,6.62E-09,0.0302265,2.86E-05,3.72E-12,0.944427,0.0239348,1.46E-08,0.0010074,0.000323158,5.24E-05,0,,,
5659.82,6.62E-09,0.0302305,2.86E-05,3.72E-12,0.944423,0.0239349,1.46E-08,0.00100747,0.000323221,5.24E-05,0,,,
5659.32,6.62E-09,0.0302345,2.86E-05,3.72E-12,0.944419,0.023935,1.47E-08,0.00100754,0.000323284,5.24E-05,0,,,
5658.82,6.62E-09,0.0302385,2.86E-05,3.72E-12,0.944414,0.0239352,1.47E-08,0.00100761,0.000323348,5.24E-05,0,,,
5658.32,6.62E-09,0.0302424,2.86E-05,3.72E-12,0.94441,0.0239353,1.47E-08,0.00100767,0.000323411,5.24E-05,0,,,
5657.82,6.62E-09,0.0302464,2.86E-05,3.72E-12,0.944406,0.0239354,1.47E-08,0.00100774,0.000323475,5.25E-05,0,,,
5657.32,6.62E-09,0.0302504,2.86E-05,3.72E-12,0.944402,0.0239355,1.47E-08,0.00100781,0.000323538,5.25E-05,0,,,
5656.82,6.62E-09,0.0302543,2.86E-05,3.73E-12,0.944397,0.0239357,1.47E-08,0.00100788,0.000323602,5.25E-05,0,,,
5656.32,6.62E-09,0.0302583,2.86E-05,3.73E-12,0.944393,0.0239358,1.47E-08,0.00100795,0.000323665,5.25E-05,0,,,
5655.82,6.62E-09,0.0302623,2.86E-05,3.73E-12,0.944389,0.0239359,1.47E-08,0.00100801,0.000323729,5.25E-05,0,,,
5655.32,6.62E-09,0.0302663,2.86E-05,3.73E-12,0.944385,0.0239361,1.47E-08,0.00100808,0.000323793,5.25E-05,0,,,
5654.82,6.62E-09,0.0302703,2.87E-05,3.73E-12,0.94438,0.0239362,1.47E-08,0.00100815,0.000323856,5.25E-05,0,,,
5654.32,6.62E-09,0.0302742,2.87E-05,3.73E-12,0.944376,0.0239363,1.47E-08,0.00100822,0.00032392,5.25E-05,0,,,
5653.82,6.62E-09,0.0302782,2.87E-05,3.73E-12,0.944372,0.0239364,1.47E-08,0.00100829,0.000323983,5.25E-05,0,,,
5653.32,6.62E-09,0.0302822,2.87E-05,3.73E-12,0.944368,0.0239366,1.47E-08,0.00100835,0.000324047,5.25E-05,0,,,
5652.82,6.62E-09,0.0302862,2.87E-05,3.73E-12,0.944363,0.0239367,1.47E-08,0.00100842,0.000324111,5.25E-05,0,,,
5652.32,6.62E-09,0.0302902,2.87E-05,3.73E-12,0.944359,0.0239368,1.47E-08,0.00100849,0.000324174,5.25E-05,0,,,
5651.82,6.62E-09,0.0302941,2.87E-05,3.73E-12,0.944355,0.0239369,1.47E-08,0.00100856,0.000324238,5.25E-05,0,,,
5651.32,6.62E-09,0.0302981,2.87E-05,3.73E-12,0.944351,0.0239371,1.47E-08,0.00100863,0.000324302,5.25E-05,0,,,
5650.82,6.62E-09,0.0303021,2.87E-05,3.73E-12,0.944346,0.0239372,1.47E-08,0.00100869,0.000324365,5.25E-05,0,,,
5650.32,6.62E-09,0.0303061,2.87E-05,3.73E-12,0.944342,0.0239373,1.47E-08,0.00100876,0.000324429,5.25E-05,0,,,
5649.82,6.62E-09,0.0303101,2.87E-05,3.73E-12,0.944338,0.0239374,1.47E-08,0.00100883,0.000324493,5.25E-05,0,,,
5649.32,6.62E-09,0.0303141,2.87E-05,3.73E-12,0.944334,0.0239376,1.47E-08,0.0010089,0.000324556,5.25E-05,0,,,
5648.82,6.62E-09,0.030318,2.87E-05,3.73E-12,0.944329,0.0239377,1.47E-08,0.00100897,0.00032462,5.25E-05,0,,,
5648.32,6.62E-09,0.030322,2.87E-05,3.73E-12,0.944325,0.0239378,1.47E-08,0.00100903,0.000324684,5.25E-05,0,,,
5647.82,6.62E-09,0.030326,2.87E-05,3.73E-12,0.944321,0.0239379,1.47E-08,0.0010091,0.000324748,5.25E-05,0,,,
5647.32,6.62E-09,0.03033,2.87E-05,3.73E-12,0.944317,0.0239381,1.47E-08,0.00100917,0.000324812,5.25E-05,0,,,
5646.82,6.62E-09,0.030334,2.87E-05,3.73E-12,0.944312,0.0239382,1.47E-08,0.00100924,0.000324875,5.25E-05,0,,,
5646.32,6.62E-09,0.030338,2.87E-05,3.73E-12,0.944308,0.0239383,1.47E-08,0.00100931,0.000324939,5.25E-05,0,,,
5645.82,6.62E-09,0.030342,2.87E-05,3.73E-12,0.944304,0.0239384,1.47E-08,0.00100938,0.000325003,5.25E-05,0,,,
5645.32,6.62E-09,0.030346,2.88E-05,3.73E-12,0.9443,0.0239386,1.47E-08,0.00100944,0.000325067,5.25E-05,0,,,
5644.82,6.62E-09,0.03035,2.88E-05,3.73E-12,0.944295,0.0239387,1.47E-08,0.00100951,0.000325131,5.25E-05,0,,,
5644.32,6.62E-09,0.030354,2.88E-05,3.73E-12,0.944291,0.0239388,1.47E-08,0.00100958,0.000325195,5.25E-05,0,,,
5643.82,6.62E-09,0.030358,2.88E-05,3.73E-12,0.944287,0.0239389,1.47E-08,0.00100965,0.000325259,5.25E-05,0,,,
5643.32,6.62E-09,0.0303619,2.88E-05,3.73E-12,0.944283,0.0239391,1.47E-08,0.00100972,0.000325323,5.25E-05,0,,,
5642.82,6.62E-09,0.0303659,2.88E-05,3.73E-12,0.944278,0.0239392,1.47E-08,0.00100978,0.000325387,5.25E-05,0,,,
5642.32,6.62E-09,0.0303699,2.88E-05,3.73E-12,0.944274,0.0239393,1.47E-08,0.00100985,0.000325451,5.25E-05,0,,,
5641.82,6.62E-09,0.0303739,2.88E-05,3.73E-12,0.94427,0.0239394,1.47E-08,0.00100992,0.000325515,5.25E-05,0,,,
5641.32,6.62E-09,0.0303779,2.88E-05,3.73E-12,0.944266,0.0239396,1.47E-08,0.00100999,0.000325579,5.25E-05,0,,,
5640.82,6.62E-09,0.0303819,2.88E-05,3.73E-12,0.944261,0.0239397,1.47E-08,0.00101006,0.000325643,5.25E-05,0,,,
5640.32,6.62E-09,0.0303859,2.88E-05,3.74E-12,0.944257,0.0239398,1.47E-08,0.00101013,0.000325707,5.25E-05,0,,,
