P (bars),Gas_wt,wH2O,wH2,wO2,wCO2,wCO,wCH4,wSO2,wH2S,wS2,wN2,,,
8340.82,6.98E-09,0.0161745,1.16E-05,2.67E-12,0.959726,0.0231604,6.79E-09,0.000756558,0.00012571,4.46E-05,0,,,
8340.32,6.98E-09,0.0161762,1.16E-05,2.67E-12,0.959725,0.0231606,6.79E-09,0.000756591,0.00012573,4.46E-05,0,,,
8339.82,6.98E-09,0.0161779,1.16E-05,2.67E-12,0.959723,0.0231607,6.79E-09,0.000756624,0.00012575,4.46E-05,0,,,
8339.32,6.98E-09,0.0161797,1.16E-05,2.67E-12,0.959721,0.0231609,6.79E-09,0.000756657,0.00012577,4.46E-05,0,,,
8338.82,6.98E-09,0.0161814,1.16E-05,2.67E-12,0.959719,0.023161,6.79E-09,0.00075669,0.000125791,4.46E-05,0,,,
8338.32,6.98E-09,0.0161831,1.16E-05,2.67E-12,0.959717,0.0231612,6.79E-09,0.000756723,0.000125811,4.46E-05,0,,,
8337.82,6.98E-09,0.0161848,1.16E-05,2.67E-12,0.959715,0.0231614,6.79E-09,0.000756756,0.000125831,4.46E-05,0,,,
8337.32,6.98E-09,0.0161865,1.16E-05,2.67E-12,0.959713,0.0231615,6.79E-09,0.000756789,0.000125851,4.46E-05,0,,,
8336.82,6.98E-09,0.0161882,1.17E-05,2.67E-12,0.959711,0.0231617,6.79E-09,0.000756823,0.000125871,4.46E-05,0,,,
8336.32,6.97E-09,0.0161899,1.17E-05,2.67E-12,0.959709,0.0231618,6.79E-09,0.000756856,0.000125891,4.46E-05,0,,,
8335.82,6.97E-09,0.0161916,1.17E-05,2.67E-12,0.959707,0.023162,6.80E-09,0.000756889,0.000125911,4.46E-05,0,,,
8335.32,6.97E-09,0.0161933,1.17E-05,2.67E-12,0.959705,0.0231621,6.80E-09,0.000756922,0.000125932,4.46E-05,0,,,
8334.82,6.97E-09,0.016195,1.17E-05,2.67E-12,0.959703,0.0231623,6.80E-09,0.000756955,0.000125952,4.46E-05,0,,,
8334.32,6.97E-09,0.0161967,1.17E-05,2.67E-12,0.959702,0.0231624,6.80E-09,0.000756988,0.000125972,4.46E-05,0,,,
8333.82,6.97E-09,0.0161984,1.17E-05,2.67E-12,0.9597,0.0231626,6.80E-09,0.000757021,0.000125992,4.47E-05,0,,,
8333.32,6.97E-09,0.0162002,1.17E-05,2.67E-12,0.959698,0.0231627,6.80E-09,0.000757054,0.000126012,4.47E-05,0,,,
8332.82,6.97E-09,0.0162019,1.17E-05,2.68E-12,0.959696,0.0231629,6.80E-09,0.000757087,0.000126033,4.47E-05,0,,,
8332.32,6.97E-09,0.0162036,1.17E-05,2.68E-12,0.959694,0.023163,6.80E-09,0.00075712,0.000126053,4.47E-05,0,,,
8331.82,6.97E-09,0.0162053,1.17E-05,2.68E-12,0.959692,0.0231632,6.80E-09,0.000757153,0.000126073,4.47E-05,0,,,
8331.32,6.97E-09,0.016207,1.17E-05,2.68E-12,0.95969,0.0231634,6.80E-09,0.000757187,0.000126093,4.47E-05,0,,,
8330.82,6.97E-09,0.0162087,1.17E-05,2.68E-12,0.959688,0.0231635,6.80E-09,0.00075722,0.000126113,4.47E-05,0,,,
8330.32,6.97E-09,0.0162104,1.17E-05,2.68E-12,0.959686,0.0231637,6.81E-09,0.000757253,0.000126133,4.47E-05,0,,,
8329.82,6.97E-09,0.0162121,1.17E-05,2.68E-12,0.959684,0.0231638,6.81E-09,0.000757286,0.000126154,4.47E-05,0,,,
8329.32,6.97E-09,0.0162138,1.17E-05,2.68E-12,0.959682,0.023164,6.81E-09,0.000757319,0.000126174,4.47E-05,0,,,
8328.82,6.97E-09,0.0162156,1.17E-05,2.68E-12,0.95968,0.0231641,6.81E-09,0.000757352,0.000126194,4.47E-05,0,,,
8328.32,6.97E-09,0.0162173,1.17E-05,2.68E-12,0.959679,0.0231643,6.81E-09,0.000757385,0.000126214,4.47E-05,0,,,
8327.82,6.97E-09,0.016219,1.17E-05,2.68E-12,0.959677,0.0231644,6.81E-09,0.000757418,0.000126235,4.47E-05,0,,,
8327.32,6.97E-09,0.0162207,1.17E-05,2.68E-12,0.959675,0.0231646,6.81E-09,0.000757452,0.000126255,4.47E-05,0,,,
8326.82,6.97E-09,0.0162224,1.17E-05,2.68E-12,0.959673,0.0231647,6.81E-09,0.000757485,0.000126275,4.47E-05,0,,,
8326.32,6.97E-09,0.0162241,1.17E-05,2.68E-12,0.959671,0.0231649,6.81E-09,0.000757518,0.000126295,4.47E-05,0,,,
8325.82,6.97E-09,0.0162258,1.17E-05,2.68E-12,0.959669,0.023165,6.81E-09,0.000757551,0.000126316,4.47E-05,0,,,
8325.32,6.97E-09,0.0162275,1.17E-05,2.68E-12,0.959667,0.0231652,6.82E-09,0.000757584,0.000126336,4.47E-05,0,,,
8324.82,6.97E-09,0.0162293,1.17E-05,2.68E-12,0.959665,0.0231654,6.82E-09,0.000757617,0.000126356,4.47E-05,0,,,
8324.32,6.97E-09,0.016231,1.17E-05,2.68E-12,0.959663,0.0231655,6.82E-09,0.000757651,0.000126376,4.47E-05,0,,,
8323.82,6.97E-09,0.0162327,1.17E-05,2.68E-12,0.959661,0.0231657,6.82E-09,0.000757684,0.000126397,4.47E-05,0,,,
8323.32,6.97E-09,0.0162344,1.17E-05,2.68E-12,0.959659,0.0231658,6.82E-09,0.000757717,0.000126417,4.47E-05,0,,,
8322.82,6.97E-09,0.0162361,1.17E-05,2.68E-12,0.959657,0.023166,6.82E-09,0.00075775,0.000126437,4.47E-05,0,,,
8322.32,6.97E-09,0.0162378,1.17E-05,2.68E-12,0.959655,0.0231661,6.82E-09,0.000757783,0.000126457,4.47E-05,0,,,
8321.82,6.97E-09,0.0162395,1.17E-05,2.68E-12,0.959654,0.0231663,6.82E-09,0.000757816,0.000126478,4.47E-05,0,,,
8321.32,6.97E-09,0.0162413,1.17E-05,2.68E-12,0.959652,0.0231664,6.82E-09,0.00075785,0.000126498,4.47E-05,0,,,
8320.82,6.97E-09,0.016243,1.17E-05,2.68E-12,0.95965,0.0231666,6.82E-09,0.000757883,0.000126518,4.47E-05,0,,,
8320.32,6.97E-09,0.0162447,1.17E-05,2.68E-12,0.959648,0.0231667,6.82E-09,0.000757916,0.000126538,4.47E-05,0,,,
8319.82,6.97E-09,0.0162464,1.17E-05,2.68E-12,0.959646,0.0231669,6.83E-09,0.000757949,0.000126559,4.47E-05,0,,,
8319.32,6.97E-09,0.0162481,1.17E-05,2.68E-12,0.959644,0.023167,6.83E-09,0.000757982,0.000126579,4.47E-05,0,,,
8318.82,6.97E-09,0.0162498,1.17E-05,2.68E-12,0.959642,0.0231672,6.83E-09,0.000758016,0.000126599,4.47E-05,0,,,
8318.32,6.97E-09,0.0162516,1.17E-05,2.68E-12,0.95964,0.0231674,6.83E-09,0.000758049,0.00012662,4.47E-05,0,,,
8317.82,6.97E-09,0.0162533,1.17E-05,2.68E-12,0.959638,0.0231675,6.83E-09,0.000758082,0.00012664,4.47E-05,0,,,
8317.32,6.97E-09,0.016255,1.17E-05,2.68E-12,0.959636,0.0231677,6.83E-09,0.000758115,0.00012666,4.47E-05,0,,,
8316.82,6.97E-09,0.0162567,1.17E-05,2.68E-12,0.959634,0.0231678,6.83E-09,0.000758148,0.00012668,4.47E-05,0,,,
8316.32,6.97E-09,0.0162584,1.17E-05,2.68E-12,0.959632,0.023168,6.83E-09,0.000758182,0.000126701,4.47E-05,0,,,
8315.82,6.97E-09,0.0162602,1.17E-05,2.68E-12,0.95963,0.0231681,6.83E-09,0.000758215,0.000126721,4.47E-05,0,,,
8315.32,6.97E-09,0.0162619,1.17E-05,2.68E-12,0.959628,0.0231683,6.83E-09,0.000758248,0.000126741,4.47E-05,0,,,
8314.82,6.97E-09,0.0162636,1.17E-05,2.68E-12,0.959627,0.0231684,6.84E-09,0.000758281,0.000126762,4.47E-05,0,,,
8314.32,6.97E-09,0.0162653,1.17E-05,2.68E-12,0.959625,0.0231686,6.84E-09,0.000758314,0.000126782,4.47E-05,0,,,
8313.82,6.97E-09,0.016267,1.17E-05,2.68E-12,0.959623,0.0231687,6.84E-09,0.000758348,0.000126802,4.47E-05,0,,,
8313.32,6.97E-09,0.0162687,1.17E-05,2.68E-12,0.959621,0.0231689,6.84E-09,0.000758381,0.000126823,4.47E-05,0,,,
8312.82,6.97E-09,0.0162705,1.17E-05,2.68E-12,0.959619,0.023169,6.84E-09,0.000758414,0.000126843,4.47E-05,0,,,
8312.32,6.97E-09,0.0162722,1.17E-05,2.68E-12,0.959617,0.0231692,6.84E-09,0.000758447,0.000126863,4.47E-05,0,,,
8311.82,6.97E-09,0.0162739,1.17E-05,2.68E-12,0.959615,0.0231693,6.84E-09,0.000758481,0.000126884,4.47E-05,0,,,
8311.32,6.97E-09,0.0162756,1.17E-05,2.68E-12,0.959613,0.0231695,6.84E-09,0.000758514,0.000126904,4.47E-05,0,,,
8310.82,6.97E-09,0.0162773,1.17E-05,2.68E-12,0.959611,0.0231697,6.84E-09,0.000758547,0.000126924,4.47E-05,0,,,
8310.32,6.97E-09,0.0162791,1.17E-05,2.68E-12,0.959609,0.0231698,6.84E-09,0.00075858,0.000126945,4.47E-05,0,,,
8309.82,6.97E-09,0.0162808,1.17E-05,2.68E-12,0.959607,0.02317,6.84E-09,0.000758614,0.000126965,4.47E-05,0,,,
8309.32,6.97E-09,0.0162825,1.17E-05,2.68E-12,0.959605,0.0231701,6.85E-09,0.000758647,0.000126986,4.47E-05,0,,,
8308.82,6.97E-09,0.0162842,1.18E-05,2.68E-12,0.959603,0.0231703,6.85E-09,0.00075868,0.000127006,4.47E-05,0,,,
8308.32,6.97E-09,0.016286,1.18E-05,2.68E-12,0.959601,0.0231704,6.85E-09,0.000758713,0.000127026,4.47E-05,0,,,
8307.82,6.97E-09,0.0162877,1.18E-05,2.68E-12,0.9596,0.0231706,6.85E-09,0.000758747,0.000127047,4.47E-05,0,,,
8307.32,6.97E-09,0.0162894,1.18E-05,2.68E-12,0.959598,0.0231707,6.85E-09,0.00075878,0.000127067,4.47E-05,0,,,
8306.82,6.97E-09,0.0162911,1.18E-05,2.68E-12,0.959596,0.0231709,6.85E-09,0.000758813,0.000127087,4.47E-05,0,,,
8306.32,6.97E-09,0.0162928,1.18E-05,2.68E-12,0.959594,0.023171,6.85E-09,0.000758847,0.000127108,4.47E-05,0,,,
8305.82,6.97E-09,0.0162946,1.18E-05,2.68E-12,0.959592,0.0231712,6.85E-09,0.00075888,0.000127128,4.47E-05,0,,,
8305.32,6.97E-09,0.0162963,1.18E-05,2.68E-12,0.95959,0.0231713,6.85E-09,0.000758913,0.000127149,4.47E-05,0,,,
8304.82,6.97E-09,0.016298,1.18E-05,2.68E-12,0.959588,0.0231715,6.85E-09,0.000758946,0.000127169,4.47E-05,0,,,
8304.32,6.97E-09,0.0162997,1.18E-05,2.68E-12,0.959586,0.0231717,6.86E-09,0.00075898,0.000127189,4.47E-05,0,,,
8303.82,6.97E-09,0.0163015,1.18E-05,2.68E-12,0.959584,0.0231718,6.86E-09,0.000759013,0.00012721,4.47E-05,0,,,
8303.32,6.97E-09,0.0163032,1.18E-05,2.68E-12,0.959582,0.023172,6.86E-09,0.000759046,0.00012723,4.47E-05,0,,,
8302.82,6.97E-09,0.0163049,1.18E-05,2.68E-12,0.95958,0.0231721,6.86E-09,0.00075908,0.000127251,4.47E-05,0,,,
8302.32,6.97E-09,0.0163066,1.18E-05,2.68E-12,0.959578,0.0231723,6.86E-09,0.000759113,0.000127271,4.47E-05,0,,,
8301.82,6.97E-09,0.0163084,1.18E-05,2.68E-12,0.959576,0.0231724,6.86E-09,0.000759146,0.000127292,4.47E-05,0,,,
8301.32,6.97E-09,0.0163101,1.18E-05,2.68E-12,0.959574,0.0231726,6.86E-09,0.000759179,0.000127312,4.47E-05,0,,,
8300.82,6.97E-09,0.0163118,1.18E-05,2.68E-12,0.959572,0.0231727,6.86E-09,0.000759213,0.000127332,4.47E-05,0,,,
8300.32,6.97E-09,0.0163135,1.18E-05,2.68E-12,0.95957,0.0231729,6.86E-09,0.000759246,0.000127353,4.47E-05,0,,,
8299.82,6.97E-09,0.0163153,1.18E-05,2.68E-12,0.959569,0.023173,6.86E-09,0.000759279,0.000127373,4.47E-05,0,,,
8299.32,6.97E-09,0.016317,1.18E-05,2.68E-12,0.959567,0.0231732,6.87E-09,0.000759313,0.000127394,4.47E-05,0,,,
8298.82,6.97E-09,0.0163187,1.18E-05,2.68E-12,0.959565,0.0231733,6.87E-09,0.000759346,0.000127414,4.47E-05,0,,,
8298.32,6.97E-09,0.0163204,1.18E-05,2.68E-12,0.959563,0.0231735,6.87E-09,0.000759379,0.000127435,4.47E-05,0,,,
8297.82,6.97E-09,0.0163222,1.18E-05,2.68E-12,0.959561,0.0231737,6.87E-09,0.000759413,0.000127455,4.47E-05,0,,,
8297.32,6.97E-09,0.0163239,1.18E-05,2.68E-12,0.959559,0.0231738,6.87E-09,0.000759446,0.000127476,4.47E-05,0,,,
8296.82,6.97E-09,0.0163256,1.18E-05,2.68E-12,0.959557,0.023174,6.87E-09,0.000759479,0.000127496,4.47E-05,0,,,
8296.32,6.97E-09,0.0163273,1.18E-05,2.68E-12,0.959555,0.0231741,6.87E-09,0.000759513,0.000127516,4.47E-05,0,,,
8295.82,6.97E-09,0.0163291,1.18E-05,2.68E-12,0.959553,0.0231743,6.87E-09,0.000759546,0.000127537,4.47E-05,0,,,
8295.32,6.97E-09,0.0163308,1.18E-05,2.68E-12,0.959551,0.0231744,6.87E-09,0.00075958,0.000127557,4.47E-05,0,,,
8294.82,6.97E-09,0.0163325,1.18E-05,2.68E-12,0.959549,0.0231746,6.87E-09,0.000759613,0.000127578,4.47E-05,0,,,
8294.32,6.97E-09,0.0163343,1.18E-05,2.69E-12,0.959547,0.0231747,6.87E-09,0.000759646,0.000127598,4.47E-05,0,,,
8293.82,6.97E-09,0.016336,1.18E-05,2.69E-12,0.959545,0.0231749,6.88E-09,0.00075968,0.000127619,4.47E-05,0,,,
8293.32,6.97E-09,0.0163377,1.18E-05,2.69E-12,0.959543,0.023175,6.88E-09,0.000759713,0.000127639,4.47E-05,0,,,
8292.82,6.97E-09,0.0163394,1.18E-05,2.69E-12,0.959541,0.0231752,6.88E-09,0.000759746,0.00012766,4.47E-05,0,,,
8292.32,6.97E-09,0.0163412,1.18E-05,2.69E-12,0.959539,0.0231753,6.88E-09,0.00075978,0.00012768,4.47E-05,0,,,
8291.82,6.97E-09,0.0163429,1.18E-05,2.69E-12,0.959538,0.0231755,6.88E-09,0.000759813,0.000127701,4.47E-05,0,,,
8291.32,6.97E-09,0.0163446,1.18E-05,2.69E-12,0.959536,0.0231757,6.88E-09,0.000759846,0.000127721,4.47E-05,0,,,
8290.82,6.97E-09,0.0163464,1.18E-05,2.69E-12,0.959534,0.0231758,6.88E-09,0.00075988,0.000127742,4.47E-05,0,,,
8290.32,6.97E-09,0.0163481,1.18E-05,2.69E-12,0.959532,0.023176,6.88E-09,0.000759913,0.000127762,4.47E-05,0,,,
8289.82,6.97E-09,0.0163498,1.18E-05,2.69E-12,0.95953,0.0231761,6.88E-09,0.000759947,0.000127783,4.47E-05,0,,,
8289.32,6.97E-09,0.0163516,1.18E-05,2.69E-12,0.959528,0.0231763,6.88E-09,0.00075998,0.000127803,4.47E-05,0,,,
8288.82,6.97E-09,0.0163533,1.18E-05,2.69E-12,0.959526,0.0231764,6.89E-09,0.000760013,0.000127824,4.47E-05,0,,,
8288.32,6.97E-09,0.016355,1.18E-05,2.69E-12,0.959524,0.0231766,6.89E-09,0.000760047,0.000127844,4.47E-05,0,,,
8287.82,6.97E-09,0.0163567,1.18E-05,2.69E-12,0.959522,0.0231767,6.89E-09,0.00076008,0.000127865,4.47E-05,0,,,
8287.32,6.97E-09,0.0163585,1.18E-05,2.69E-12,0.95952,0.0231769,6.89E-09,0.000760114,0.000127886,4.47E-05,0,,,
8286.82,6.97E-09,0.0163602,1.18E-05,2.69E-12,0.959518,0.023177,6.89E-09,0.000760147,0.000127906,4.47E-05,0,,,
8286.32,6.97E-09,0.0163619,1.18E-05,2.69E-12,0.959516,0.0231772,6.89E-09,0.00076018,0.000127927,4.47E-05,0,,,
8285.82,6.97E-09,0.0163637,1.18E-05,2.69E-12,0.959514,0.0231773,6.89E-09,0.000760214,0.000127947,4.47E-05,0,,,
8285.32,6.97E-09,0.0163654,1.18E-05,2.69E-12,0.959512,0.0231775,6.89E-09,0.000760247,0.000127968,4.47E-05,0,,,
8284.82,6.97E-09,0.0163671,1.18E-05,2.69E-12,0.95951,0.0231776,6.89E-09,0.000760281,0.000127988,4.47E-05,0,,,
8284.32,6.97E-09,0.0163689,1.18E-05,2.69E-12,0.959508,0.0231778,6.89E-09,0.000760314,0.000128009,4.47E-05,0,,,
8283.82,6.97E-09,0.0163706,1.18E-05,2.69E-12,0.959506,0.023178,6.90E-09,0.000760348,0.000128029,4.47E-05,0,,,
8283.32,6.97E-09,0.0163723,1.18E-05,2.69E-12,0.959505,0.0231781,6.90E-09,0.000760381,0.00012805,4.47E-05,0,,,
8282.82,6.97E-09,0.0163741,1.18E-05,2.69E-12,0.959503,0.0231783,6.90E-09,0.000760414,0.000128071,4.47E-05,0,,,
8282.32,6.97E-09,0.0163758,1.18E-05,2.69E-12,0.959501,0.0231784,6.90E-09,0.000760448,0.000128091,4.47E-05,0,,,
8281.82,6.97E-09,0.0163775,1.18E-05,2.69E-12,0.959499,0.0231786,6.90E-09,0.000760481,0.000128112,4.47E-05,0,,,
8281.32,6.97E-09,0.0163793,1.18E-05,2.69E-12,0.959497,0.0231787,6.90E-09,0.000760515,0.000128132,4.47E-05,0,,,
8280.82,6.97E-09,0.016381,1.19E-05,2.69E-12,0.959495,0.0231789,6.90E-09,0.000760548,0.000128153,4.47E-05,0,,,
8280.32,6.97E-09,0.0163827,1.19E-05,2.69E-12,0.959493,0.023179,6.90E-09,0.000760582,0.000128173,4.47E-05,0,,,
8279.82,6.97E-09,0.0163845,1.19E-05,2.69E-12,0.959491,0.0231792,6.90E-09,0.000760615,0.000128194,4.47E-05,0,,,
8279.32,6.97E-09,0.0163862,1.19E-05,2.69E-12,0.959489,0.0231793,6.90E-09,0.000760649,0.000128215,4.47E-05,0,,,
8278.82,6.97E-09,0.0163879,1.19E-05,2.69E-12,0.959487,0.0231795,6.90E-09,0.000760682,0.000128235,4.47E-05,0,,,
8278.32,6.97E-09,0.0163897,1.19E-05,2.69E-12,0.959485,0.0231796,6.91E-09,0.000760716,0.000128256,4.47E-05,0,,,
8277.82,6.97E-09,0.0163914,1.19E-05,2.69E-12,0.959483,0.0231798,6.91E-09,0.000760749,0.000128277,4.47E-05,0,,,
8277.32,6.97E-09,0.0163932,1.19E-05,2.69E-12,0.959481,0.02318,6.91E-09,0.000760783,0.000128297,4.47E-05,0,,,
8276.82,6.97E-09,0.0163949,1.19E-05,2.69E-12,0.959479,0.0231801,6.91E-09,0.000760816,0.000128318,4.47E-05,0,,,
8276.32,6.97E-09,0.0163966,1.19E-05,2.69E-12,0.959477,0.0231803,6.91E-09,0.000760849,0.000128338,4.47E-05,0,,,
8275.82,6.97E-09,0.0163984,1.19E-05,2.69E-12,0.959475,0.0231804,6.91E-09,0.000760883,0.000128359,4.47E-05,0,,,
8275.32,6.97E-09,0.0164001,1.19E-05,2.69E-12,0.959473,0.0231806,6.91E-09,0.000760916,0.00012838,4.47E-05,0,,,
8274.82,6.97E-09,0.0164018,1.19E-05,2.69E-12,0.959471,0.0231807,6.91E-09,0.00076095,0.0001284,4.47E-05,0,,,
8274.32,6.97E-09,0.0164036,1.19E-05,2.69E-12,0.95947,0.0231809,6.91E-09,0.000760983,0.000128421,4.47E-05,0,,,
8273.82,6.97E-09,0.0164053,1.19E-05,2.69E-12,0.959468,0.023181,6.91E-09,0.000761017,0.000128442,4.47E-05,0,,,
8273.32,6.97E-09,0.0164071,1.19E-05,2.69E-12,0.959466,0.0231812,6.92E-09,0.00076105,0.000128462,4.47E-05,0,,,
8272.82,6.97E-09,0.0164088,1.19E-05,2.69E-12,0.959464,0.0231813,6.92E-09,0.000761084,0.000128483,4.47E-05,0,,,
8272.32,6.97E-09,0.0164105,1.19E-05,2.69E-12,0.959462,0.0231815,6.92E-09,0.000761117,0.000128504,4.47E-05,0,,,
8271.82,6.97E-09,0.0164123,1.19E-05,2.69E-12,0.95946,0.0231816,6.92E-09,0.000761151,0.000128524,4.47E-05,0,,,
8271.32,6.97E-09,0.016414,1.19E-05,2.69E-12,0.959458,0.0231818,6.92E-09,0.000761185,0.000128545,4.47E-05,0,,,
8270.82,6.97E-09,0.0164157,1.19E-05,2.69E-12,0.959456,0.0231819,6.92E-09,0.000761218,0.000128566,4.47E-05,0,,,
8270.32,6.97E-09,0.0164175,1.19E-05,2.69E-12,0.959454,0.0231821,6.92E-09,0.000761252,0.000128586,4.47E-05,0,,,
8269.82,6.97E-09,0.0164192,1.19E-05,2.69E-12,0.959452,0.0231823,6.92E-09,0.000761285,0.000128607,4.47E-05,0,,,
8269.32,6.97E-09,0.016421,1.19E-05,2.69E-12,0.95945,0.0231824,6.92E-09,0.000761319,0.000128628,4.47E-05,0,,,
8268.82,6.97E-09,0.0164227,1.19E-05,2.69E-12,0.959448,0.0231826,6.92E-09,0.000761352,0.000128648,4.47E-05,0,,,
8268.32,6.97E-09,0.0164244,1.19E-05,2.69E-12,0.959446,0.0231827,6.93E-09,0.000761386,0.000128669,4.48E-05,0,,,
8267.82,6.97E-09,0.0164262,1.19E-05,2.69E-12,0.959444,0.0231829,6.93E-09,0.000761419,0.00012869,4.48E-05,0,,,
8267.32,6.97E-09,0.0164279,1.19E-05,2.69E-12,0.959442,0.023183,6.93E-09,0.000761453,0.00012871,4.48E-05,0,,,
8266.82,6.97E-09,0.0164297,1.19E-05,2.69E-12,0.95944,0.0231832,6.93E-09,0.000761486,0.000128731,4.48E-05,0,,,
8266.32,6.97E-09,0.0164314,1.19E-05,2.69E-12,0.959438,0.0231833,6.93E-09,0.00076152,0.000128752,4.48E-05,0,,,
8265.82,6.97E-09,0.0164332,1.19E-05,2.69E-12,0.959436,0.0231835,6.93E-09,0.000761553,0.000128772,4.48E-05,0,,,
8265.32,6.97E-09,0.0164349,1.19E-05,2.69E-12,0.959434,0.0231836,6.93E-09,0.000761587,0.000128793,4.48E-05,0,,,
8264.82,6.97E-09,0.0164366,1.19E-05,2.69E-12,0.959432,0.0231838,6.93E-09,0.000761621,0.000128814,4.48E-05,0,,,
8264.32,6.97E-09,0.0164384,1.19E-05,2.69E-12,0.959431,0.0231839,6.93E-09,0.000761654,0.000128835,4.48E-05,0,,,
8263.82,6.97E-09,0.0164401,1.19E-05,2.69E-12,0.959429,0.0231841,6.93E-09,0.000761688,0.000128855,4.48E-05,0,,,
8263.32,6.97E-09,0.0164419,1.19E-05,2.69E-12,0.959427,0.0231843,6.93E-09,0.000761721,0.000128876,4.48E-05,0,,,
8262.82,6.97E-09,0.0164436,1.19E-05,2.69E-12,0.959425,0.0231844,6.94E-09,0.000761755,0.000128897,4.48E-05,0,,,
8262.32,6.97E-09,0.0164454,1.19E-05,2.69E-12,0.959423,0.0231846,6.94E-09,0.000761788,0.000128917,4.48E-05,0,,,
8261.82,6.97E-09,0.0164471,1.19E-05,2.69E-12,0.959421,0.0231847,6.94E-09,0.000761822,0.000128938,4.48E-05,0,,,
8261.32,6.97E-09,0.0164488,1.19E-05,2.69E-12,0.959419,0.0231849,6.94E-09,0.000761856,0.000128959,4.48E-05,0,,,
8260.82,6.97E-09,0.0164506,1.19E-05,2.69E-12,0.959417,0.023185,6.94E-09,0.000761889,0.00012898,4.48E-05,0,,,
8260.32,6.97E-09,0.0164523,1.19E-05,2.69E-12,0.959415,0.0231852,6.94E-09,0.000761923,0.000129,4.48E-05,0,,,
8259.82,6.97E-09,0.0164541,1.19E-05,2.69E-12,0.959413,0.0231853,6.94E-09,0.000761956,0.000129021,4.48E-05,0,,,
8259.32,6.97E-09,0.0164558,1.19E-05,2.69E-12,0.959411,0.0231855,6.94E-09,0.00076199,0.000129042,4.48E-05,0,,,
8258.82,6.97E-09,0.0164576,1.19E-05,2.69E-12,0.959409,0.0231856,6.94E-09,0.000762024,0.000129063,4.48E-05,0,,,
8258.32,6.97E-09,0.0164593,1.19E-05,2.69E-12,0.959407,0.0231858,6.94E-09,0.000762057,0.000129084,4.48E-05,0,,,
8257.82,6.97E-09,0.0164611,1.19E-05,2.69E-12,0.959405,0.0231859,6.95E-09,0.000762091,0.000129104,4.48E-05,0,,,
8257.32,6.97E-09,0.0164628,1.19E-05,2.69E-12,0.959403,0.0231861,6.95E-09,0.000762124,0.000129125,4.48E-05,0,,,
8256.82,6.97E-09,0.0164645,1.19E-05,2.69E-12,0.959401,0.0231863,6.95E-09,0.000762158,0.000129146,4.48E-05,0,,,
8256.32,6.97E-09,0.0164663,1.19E-05,2.70E-12,0.959399,0.0231864,6.95E-09,0.000762192,0.000129167,4.48E-05,0,,,
8255.82,6.97E-09,0.016468,1.19E-05,2.70E-12,0.959397,0.0231866,6.95E-09,0.000762225,0.000129187,4.48E-05,0,,,
8255.32,6.97E-09,0.0164698,1.19E-05,2.70E-12,0.959395,0.0231867,6.95E-09,0.000762259,0.000129208,4.48E-05,0,,,
8254.82,6.97E-09,0.0164715,1.19E-05,2.70E-12,0.959393,0.0231869,6.95E-09,0.000762292,0.000129229,4.48E-05,0,,,
8254.32,6.97E-09,0.0164733,1.19E-05,2.70E-12,0.959391,0.023187,6.95E-09,0.000762326,0.00012925,4.48E-05,0,,,
8253.82,6.97E-09,0.016475,1.20E-05,2.70E-12,0.959389,0.0231872,6.95E-09,0.00076236,0.000129271,4.48E-05,0,,,
8253.32,6.97E-09,0.0164768,1.20E-05,2.70E-12,0.959387,0.0231873,6.95E-09,0.000762393,0.000129291,4.48E-05,0,,,
8252.82,6.97E-09,0.0164785,1.20E-05,2.70E-12,0.959386,0.0231875,6.96E-09,0.000762427,0.000129312,4.48E-05,0,,,
8252.32,6.97E-09,0.0164803,1.20E-05,2.70E-12,0.959384,0.0231876,6.96E-09,0.000762461,0.000129333,4.48E-05,0,,,
8251.82,6.97E-09,0.016482,1.20E-05,2.70E-12,0.959382,0.0231878,6.96E-09,0.000762494,0.000129354,4.48E-05,0,,,
8251.32,6.97E-09,0.0164838,1.20E-05,2.70E-12,0.95938,0.0231879,6.96E-09,0.000762528,0.000129375,4.48E-05,0,,,
8250.82,6.97E-09,0.0164855,1.20E-05,2.70E-12,0.959378,0.0231881,6.96E-09,0.000762562,0.000129396,4.48E-05,0,,,
8250.32,6.97E-09,0.0164873,1.20E-05,2.70E-12,0.959376,0.0231882,6.96E-09,0.000762595,0.000129416,4.48E-05,0,,,
8249.82,6.97E-09,0.016489,1.20E-05,2.70E-12,0.959374,0.0231884,6.96E-09,0.000762629,0.000129437,4.48E-05,0,,,
8249.32,6.97E-09,0.0164908,1.20E-05,2.70E-12,0.959372,0.0231886,6.96E-09,0.000762663,0.000129458,4.48E-05,0,,,
8248.82,6.97E-09,0.0164925,1.20E-05,2.70E-12,0.95937,0.0231887,6.96E-09,0.000762696,0.000129479,4.48E-05,0,,,
8248.32,6.97E-09,0.0164943,1.20E-05,2.70E-12,0.959368,0.0231889,6.96E-09,0.00076273,0.0001295,4.48E-05,0,,,
8247.82,6.97E-09,0.016496,1.20E-05,2.70E-12,0.959366,0.023189,6.97E-09,0.000762764,0.000129521,4.48E-05,0,,,
8247.32,6.97E-09,0.0164978,1.20E-05,2.70E-12,0.959364,0.0231892,6.97E-09,0.000762797,0.000129541,4.48E-05,0,,,
8246.82,6.97E-09,0.0164995,1.20E-05,2.70E-12,0.959362,0.0231893,6.97E-09,0.000762831,0.000129562,4.48E-05,0,,,
